Original_order,Date_MMDDYYYY,Year,Phase_1_treat,Phase_1_rep,Phase_2_treat,Phase_2_rep,Tag_color,Tag_num,Sample_Name,Submerged_weight_pre,Dry_weight_pre,Notes,
1289,7/24/24,2024,Cont,01,Warm,04,W,37,2024_Cont01_Warm04_W37,189.8,454.2,,
1290,7/24/24,2024,Warm,01,Warm,04,G,37,2024_Warm01_Warm04_G37,248.1,589.5,,
1291,7/24/24,2024,Hyp,01,Warm,04,B,37,2024_Hyp01_Warm04_B37,246.3,631.5,,
113,7/24/24,2024,Warm,06,Both,03,G,36,2024_Warm06_Both03_G36,99,248,,
118,7/24/24,2024,Warm,06,Hyp,03,G,36,2024_Warm06_Hyp03_G36,86,253.6,,
206,7/24/24,2024,Warm,06,Both,03,G,36,2024_Warm06_Both03_G36,99,248,,
207,7/24/24,2024,Hyp,06,Both,03,B,36,2024_Hyp06_Both03_B36,186.2,488.5,,
208,7/24/24,2024,Both,06,Both,03,O,36,2024_Both06_Both03_O36,233.7,558.9,,
209,7/24/24,2024,Cont,06,Both,03,W,36,2024_Cont06_Both03_W36,191.3,559.1,,
614,7/24/24,2024,Hyp,06,Cont,03,B,36,2024_Hyp06_Cont03_B36,106.3,270.7,,
615,7/24/24,2024,Both,06,Cont,03,O,36,2024_Both06_Cont03_O36,150.9,417.8,,
616,7/24/24,2024,Warm,06,Cont,03,G,36,2024_Warm06_Cont03_G36,267.4,640.5,,
617,7/24/24,2024,Cont,06,Cont,03,W,36,2024_Cont06_Cont03_W36,439.2,1244.5,,
688,7/24/24,2024,Hyp,06,Both,03,B,36,2024_Hyp06_Both03_B36,186.2,488.5,,
949,7/24/24,2024,Both,06,Hyp,03,O,36,2024_Both06_Hyp03_O36,99.7,229,,
950,7/24/24,2024,Warm,06,Hyp,03,G,36,2024_Warm06_Hyp03_G36,86,253.6,,
951,7/24/24,2024,Hyp,06,Hyp,03,B,36,2024_Hyp06_Hyp03_B36,311.2,786.5,,
952,7/24/24,2024,Cont,06,Hyp,03,W,36,2024_Cont06_Hyp03_W36,356.8,879.5,,
1124,7/24/24,2024,Warm,06,Cont,03,G,36,2024_Warm06_Cont03_G36,267.4,640.5,,
1284,7/24/24,2024,Both,06,Warm,03,O,36,2024_Both06_Warm03_O36,82.9,197.1,,
1285,7/24/24,2024,Hyp,06,Warm,03,B,36,2024_Hyp06_Warm03_B36,119.5,286,,
1286,7/24/24,2024,Cont,06,Warm,03,W,36,2024_Cont06_Warm03_W36,247.1,572.3,,
1287,7/24/24,2024,Warm,06,Warm,03,G,36,2024_Warm06_Warm03_G36,237.9,613,,
202,7/24/24,2024,Both,06,Both,03,O,35,2024_Both06_Both03_O35,62.5,166.5,,
203,7/24/24,2024,Warm,06,Both,03,G,35,2024_Warm06_Both03_G35,215.8,581.2,,
204,7/24/24,2024,Cont,06,Both,03,W,35,2024_Cont06_Both03_W35,258.7,687.5,,
205,7/24/24,2024,Hyp,06,Both,03,B,35,2024_Hyp06_Both03_B35,509.4,1176.1,,
357,7/24/24,2024,Hyp,06,Cont,03,B,35,2024_Hyp06_Cont03_B35,164.1,398.2,,
594,7/24/24,2024,Hyp,06,Cont,03,B,35,2024_Hyp06_Cont03_B35,164.1,398.2,,
611,7/24/24,2024,Cont,06,Cont,03,W,35,2024_Cont06_Cont03_W35,184.2,484.2,,
612,7/24/24,2024,Warm,06,Cont,03,G,35,2024_Warm06_Cont03_G35,226.1,523.1,,
613,7/24/24,2024,Both,06,Cont,03,O,35,2024_Both06_Cont03_O35,370.7,970.5,,
945,7/24/24,2024,Warm,06,Hyp,03,G,35,2024_Warm06_Hyp03_G35,82.6,218.4,,
946,7/24/24,2024,Hyp,06,Hyp,03,B,35,2024_Hyp06_Hyp03_B35,168.9,419.3,,
947,7/24/24,2024,Both,06,Hyp,03,O,35,2024_Both06_Hyp03_O35,219.3,525.7,,
948,7/24/24,2024,Cont,06,Hyp,03,W,35,2024_Cont06_Hyp03_W35,255.1,675.4,,
1280,7/24/24,2024,Cont,06,Warm,03,W,35,2024_Cont06_Warm03_W35,115.5,325,,
1281,7/24/24,2024,Both,06,Warm,03,O,35,2024_Both06_Warm03_O35,175.5,507.6,,
1282,7/24/24,2024,Warm,06,Warm,03,G,35,2024_Warm06_Warm03_G35,240.3,607.7,,
1283,7/24/24,2024,Hyp,06,Warm,03,B,35,2024_Hyp06_Warm03_B35,251.3,631.6,,
122,7/24/24,2024,Warm,05,Both,03,G,34,2024_Warm05_Both03_G34,111,255.1,,
198,7/24/24,2024,Hyp,05,Both,03,B,34,2024_Hyp05_Both03_B34,46.8,119.7,,
199,7/24/24,2024,Warm,05,Both,03,G,34,2024_Warm05_Both03_G34,111,255.1,,
200,7/24/24,2024,Both,05,Both,03,O,34,2024_Both05_Both03_O34,228.4,530.5,,
201,7/24/24,2024,Cont,05,Both,03,W,34,2024_Cont05_Both03_W34,297.7,717.4,,
310,7/24/24,2024,Cont,05,Cont,03,W,34,2024_Cont05_Cont03_W34,167.7,371.8,,
541,7/24/24,2024,Hyp,05,Hyp,03,B,34,2024_Hyp05_Hyp03_B34,176.6,437.8,,
542,7/24/24,2024,Warm,05,Warm,03,G,34,2024_Warm05_Warm03_G34,167.5,437.9,,
590,7/24/24,2024,Both,05,Cont,03,O,34,2024_Both05_Cont03_O34,130.8,327.6,,
591,7/24/24,2024,Cont,05,Cont,03,W,34,2024_Cont05_Cont03_W34,167.7,371.8,,
592,7/24/24,2024,Hyp,05,Cont,03,B,34,2024_Hyp05_Cont03_B34,194.3,475.6,,
593,7/24/24,2024,Warm,05,Cont,03,G,34,2024_Warm05_Cont03_G34,520.4,1190.1,,
604,7/24/24,2024,Hyp,05,Cont,03,B,34,2024_Hyp05_Cont03_B34,194.3,475.6,,
907,7/24/24,2024,Both,05,Both,03,O,34,2024_Both05_Both03_O34,228.4,530.5,,
941,7/24/24,2024,Cont,05,Hyp,03,W,34,2024_Cont05_Hyp03_W34,107.4,274.2,,
942,7/24/24,2024,Both,05,Hyp,03,O,34,2024_Both05_Hyp03_O34,138.5,357.3,,
943,7/24/24,2024,Warm,05,Hyp,03,G,34,2024_Warm05_Hyp03_G34,175.3,436.3,,
944,7/24/24,2024,Hyp,05,Hyp,03,B,34,2024_Hyp05_Hyp03_B34,176.6,437.8,,
1276,7/24/24,2024,Cont,05,Warm,03,W,34,2024_Cont05_Warm03_W34,140.7,341.5,,
1277,7/24/24,2024,Hyp,05,Warm,03,B,34,2024_Hyp05_Warm03_B34,156.1,356.5,,
1278,7/24/24,2024,Both,05,Warm,03,O,34,2024_Both05_Warm03_O34,156.3,358.9,,
1279,7/24/24,2024,Warm,05,Warm,03,G,34,2024_Warm05_Warm03_G34,167.5,437.9,,
194,7/24/24,2024,Both,05,Both,03,O,33,2024_Both05_Both03_O33,199.8,518.5,,
195,7/24/24,2024,Hyp,05,Both,03,B,33,2024_Hyp05_Both03_B33,282.9,725.4,,
196,7/24/24,2024,Warm,05,Both,03,G,33,2024_Warm05_Both03_G33,306.7,797.1,,
197,7/24/24,2024,Cont,05,Both,03,W,33,2024_Cont05_Both03_W33,376.3,968.5,,
586,7/24/24,2024,Warm,05,Cont,03,G,33,2024_Warm05_Cont03_G33,159.9,417.5,,
587,7/24/24,2024,Cont,05,Cont,03,W,33,2024_Cont05_Cont03_W33,163.4,451.2,,
588,7/24/24,2024,Hyp,05,Cont,03,B,33,2024_Hyp05_Cont03_B33,165.1,459.5,,
589,7/24/24,2024,Both,05,Cont,03,O,33,2024_Both05_Cont03_O33,482.5,1083.8,,
912,7/24/24,2024,Warm,05,Warm,03,G,33,2024_Warm05_Warm03_G33,195.2,532.7,,
920,7/24/24,2024,Cont,05,Warm,03,W,33,2024_Cont05_Warm03_W33,199.1,536.8,,
937,7/24/24,2024,Hyp,05,Hyp,03,B,33,2024_Hyp05_Hyp03_B33,83.8,228.1,,
938,7/24/24,2024,Both,05,Hyp,03,O,33,2024_Both05_Hyp03_O33,181.8,466.9,,
939,7/24/24,2024,Warm,05,Hyp,03,G,33,2024_Warm05_Hyp03_G33,273.3,610.9,,
940,7/24/24,2024,Cont,05,Hyp,03,W,33,2024_Cont05_Hyp03_W33,448.6,1137.4,,
1272,7/24/24,2024,Both,05,Warm,03,O,33,2024_Both05_Warm03_O33,115.1,271.9,,
1273,7/24/24,2024,Warm,05,Warm,03,G,33,2024_Warm05_Warm03_G33,195.2,532.7,,
1274,7/24/24,2024,Cont,05,Warm,03,W,33,2024_Cont05_Warm03_W33,199.1,536.8,,
1275,7/24/24,2024,Hyp,05,Warm,03,B,33,2024_Hyp05_Warm03_B33,420.1,1166.3,,
152,7/24/24,2024,Both,04,Hyp,03,O,32,2024_Both04_Hyp03_O32,106.4,306.2,,
162,7/24/24,2024,Both,04,Hyp,03,O,32,2024_Both04_Hyp03_O32,106.4,306.2,,
190,7/24/24,2024,Cont,04,Both,03,W,32,2024_Cont04_Both03_W32,150.8,389.6,,
191,7/24/24,2024,Hyp,04,Both,03,B,32,2024_Hyp04_Both03_B32,223.7,531.8,,
192,7/24/24,2024,Warm,04,Both,03,G,32,2024_Warm04_Both03_G32,264.7,593.4,,
193,7/24/24,2024,Both,04,Both,03,O,32,2024_Both04_Both03_O32,295.5,711.2,,
343,7/24/24,2024,Cont,04,Both,03,W,32,2024_Cont04_Both03_W32,150.8,389.6,,
582,7/24/24,2024,Cont,04,Cont,03,W,32,2024_Cont04_Cont03_W32,137.8,330.9,,
583,7/24/24,2024,Warm,04,Cont,03,G,32,2024_Warm04_Cont03_G32,224.7,539.5,,
584,7/24/24,2024,Hyp,04,Cont,03,B,32,2024_Hyp04_Cont03_B32,256,578.3,,
585,7/24/24,2024,Both,04,Cont,03,O,32,2024_Both04_Cont03_O32,317.8,743.4,,
911,7/24/24,2024,Hyp,04,Both,03,B,32,2024_Hyp04_Both03_B32,223.7,531.8,,
926,7/24/24,2024,Warm,04,Cont,03,G,32,2024_Warm04_Cont03_G32,224.7,539.5,,
929,7/24/24,2024,Warm,04,Cont,03,G,32,2024_Warm04_Cont03_G32,224.7,539.5,,
933,7/24/24,2024,Both,04,Hyp,03,O,32,2024_Both04_Hyp03_O32,106.4,306.2,,
934,7/24/24,2024,Cont,04,Hyp,03,W,32,2024_Cont04_Hyp03_W32,180.4,411.4,,
935,7/24/24,2024,Warm,04,Hyp,03,G,32,2024_Warm04_Hyp03_G32,212.4,519,,
936,7/24/24,2024,Hyp,04,Hyp,03,B,32,2024_Hyp04_Hyp03_B32,342,893.3,,
1020,7/24/24,2024,Warm,04,Both,03,G,32,2024_Warm04_Both03_G32,264.7,593.4,,
1027,7/24/24,2024,Warm,04,Both,03,G,32,2024_Warm04_Both03_G32,264.7,593.4,,
1138,7/24/24,2024,Cont,04,Warm,03,W,32,2024_Cont04_Warm03_W32,224.4,648.9,,
1268,7/24/24,2024,Warm,04,Warm,03,G,32,2024_Warm04_Warm03_G32,74.5,216.9,,
1269,7/24/24,2024,Hyp,04,Warm,03,B,32,2024_Hyp04_Warm03_B32,101.7,229.9,,
1270,7/24/24,2024,Both,04,Warm,03,O,32,2024_Both04_Warm03_O32,170.8,451,,
1271,7/24/24,2024,Cont,04,Warm,03,W,32,2024_Cont04_Warm03_W32,224.4,648.9,,
174,7/24/24,2024,Both,04,Both,03,O,31,2024_Both04_Both03_O31,128.2,313.2,,
186,7/24/24,2024,Both,04,Both,03,O,31,2024_Both04_Both03_O31,128.2,313.2,,
187,7/24/24,2024,Cont,04,Both,03,W,31,2024_Cont04_Both03_W31,203.1,508.7,,
188,7/24/24,2024,Warm,04,Both,03,G,31,2024_Warm04_Both03_G31,207.3,581.6,,
189,7/24/24,2024,Hyp,04,Both,03,B,31,2024_Hyp04_Both03_B31,245.5,620.9,,
317,7/24/24,2024,Warm,04,Warm,03,G,31,2024_Warm04_Warm03_G31,146.4,378.1,,
342,7/24/24,2024,Both,04,Hyp,03,O,31,2024_Both04_Hyp03_O31,150.7,389.6,,
578,7/24/24,2024,Cont,04,Cont,03,W,31,2024_Cont04_Cont03_W31,132.2,317.3,,
579,7/24/24,2024,Hyp,04,Cont,03,B,31,2024_Hyp04_Cont03_B31,133,326.1,,
580,7/24/24,2024,Warm,04,Cont,03,G,31,2024_Warm04_Cont03_G31,119.4,334.8,,
581,7/24/24,2024,Both,04,Cont,03,O,31,2024_Both04_Cont03_O31,414.2,872.8,,
897,7/24/24,2024,Both,04,Hyp,03,O,31,2024_Both04_Hyp03_O31,150.7,389.6,,
898,7/24/24,2024,Warm,04,Hyp,03,G,31,2024_Warm04_Hyp03_G31,158.2,408,,
921,7/24/24,2024,Cont,04,Warm,03,W,31,2024_Cont04_Warm03_W31,232.4,537.5,,
931,7/24/24,2024,Hyp,04,Hyp,03,B,31,2024_Hyp04_Hyp03_B31,215,541.1,,
932,7/24/24,2024,Cont,04,Hyp,03,W,31,2024_Cont04_Hyp03_W31,206.5,552.6,,
1264,7/24/24,2024,Warm,04,Warm,03,G,31,2024_Warm04_Warm03_G31,146.4,378.1,,
1265,7/24/24,2024,Both,04,Warm,03,O,31,2024_Both04_Warm03_O31,173,466.4,,
1266,7/24/24,2024,Cont,04,Warm,03,W,31,2024_Cont04_Warm03_W31,232.4,537.5,,
1267,7/24/24,2024,Hyp,04,Warm,03,B,31,2024_Hyp04_Warm03_B31,268.4,664.2,,
183,7/24/24,2024,Both,03,Both,03,O,30,2024_Both03_Both03_O30,79,210.9,,
184,7/24/24,2024,Cont,03,Both,03,W,30,2024_Cont03_Both03_W30,146.5,337.9,,
185,7/24/24,2024,Hyp,03,Both,03,B,30,2024_Hyp03_Both03_B30,199.2,530.5,,
344,7/24/24,2024,Cont,03,Hyp,03,W,30,2024_Cont03_Hyp03_W30,132.5,391.8,,
361,7/24/24,2024,Warm,03,Warm,03,G,30,2024_Warm03_Warm03_G30,155.8,402.2,,
574,7/24/24,2024,Hyp,03,Cont,03,B,30,2024_Hyp03_Cont03_B30,123,295.4,,
575,7/24/24,2024,Warm,03,Cont,03,G,30,2024_Warm03_Cont03_G30,114.8,297.8,,
576,7/24/24,2024,Both,03,Cont,03,O,30,2024_Both03_Cont03_O30,250.2,632.6,,
577,7/24/24,2024,Cont,03,Cont,03,W,30,2024_Cont03_Cont03_W30,360,901.7,,
893,7/24/24,2024,Warm,03,Hyp,03,G,30,2024_Warm03_Hyp03_G30,73.9,187.5,,
894,7/24/24,2024,Cont,03,Hyp,03,W,30,2024_Cont03_Hyp03_W30,132.5,391.8,,
895,7/24/24,2024,Hyp,03,Hyp,03,B,30,2024_Hyp03_Hyp03_B30,200.9,496.3,,
896,7/24/24,2024,Both,03,Hyp,03,O,30,2024_Both03_Hyp03_O30,400.2,1128.9,,
906,7/24/24,2024,Hyp,03,Both,03,B,30,2024_Hyp03_Both03_B30,199.2,530.5,,
918,7/24/24,2024,Cont,03,Warm,03,W,30,2024_Cont03_Warm03_W30,211.4,534.7,,
1260,7/24/24,2024,Hyp,03,Warm,03,B,30,2024_Hyp03_Warm03_B30,99,234.5,,
1261,7/24/24,2024,Warm,03,Warm,03,G,30,2024_Warm03_Warm03_G30,155.8,402.2,,
1262,7/24/24,2024,Cont,03,Warm,03,W,30,2024_Cont03_Warm03_W30,211.4,534.7,,
1263,7/24/24,2024,Both,03,Warm,03,O,30,2024_Both03_Warm03_O30,427.7,1113.8,,
110,7/24/24,2024,Hyp,03,Both,03,B,29,2024_Hyp03_Both03_B29,103.4,243.3,,
179,7/24/24,2024,Cont,03,Both,03,W,29,2024_Cont03_Both03_W29,78.9,197.6,,
180,7/24/24,2024,Hyp,03,Both,03,B,29,2024_Hyp03_Both03_B29,103.4,243.3,,
181,7/24/24,2024,Warm,03,Both,03,G,29,2024_Warm03_Both03_G29,158.3,457.1,,
182,7/24/24,2024,Both,03,Both,03,O,29,2024_Both03_Both03_O29,441.3,1182.6,,
308,7/24/24,2024,Hyp,03,Hyp,03,B,29,2024_Hyp03_Hyp03_B29,132.2,369,,
331,7/24/24,2024,Hyp,03,Cont,03,B,29,2024_Hyp03_Cont03_B29,145.8,386.6,,
338,7/24/24,2024,Hyp,03,Cont,03,B,29,2024_Hyp03_Cont03_B29,145.8,386.6,,
570,7/24/24,2024,Cont,03,Cont,03,W,29,2024_Cont03_Cont03_W29,107.4,275.4,,
571,7/24/24,2024,Hyp,03,Cont,03,B,29,2024_Hyp03_Cont03_B29,145.8,386.6,,
572,7/24/24,2024,Warm,03,Cont,03,G,29,2024_Warm03_Cont03_G29,194.3,505.7,,
573,7/24/24,2024,Both,03,Cont,03,O,29,2024_Both03_Cont03_O29,228.6,542.1,,
598,7/24/24,2024,Hyp,03,Warm,03,B,29,2024_Hyp03_Warm03_B29,194.6,479.7,,
607,7/24/24,2024,Hyp,03,Warm,03,B,29,2024_Hyp03_Warm03_B29,194.6,479.7,,
889,7/24/24,2024,Warm,03,Hyp,03,G,29,2024_Warm03_Hyp03_G29,122.3,295.8,,
890,7/24/24,2024,Hyp,03,Hyp,03,B,29,2024_Hyp03_Hyp03_B29,132.2,369,,
891,7/24/24,2024,Cont,03,Hyp,03,W,29,2024_Cont03_Hyp03_W29,223.5,565.1,,
892,7/24/24,2024,Both,03,Hyp,03,O,29,2024_Both03_Hyp03_O29,225,582.2,,
1256,7/24/24,2024,Cont,03,Warm,03,W,29,2024_Cont03_Warm03_W29,121.1,281.2,,
1257,7/24/24,2024,Both,03,Warm,03,O,29,2024_Both03_Warm03_O29,168.5,461.5,,
1258,7/24/24,2024,Hyp,03,Warm,03,B,29,2024_Hyp03_Warm03_B29,194.6,479.7,,
1259,7/24/24,2024,Warm,03,Warm,03,G,29,2024_Warm03_Warm03_G29,184.3,575.4,,
138,7/24/24,2024,Hyp,02,Hyp,03,B,28,2024_Hyp02_Hyp03_B28,96.8,264.1,,
143,7/24/24,2024,Warm,02,Both,03,G,28,2024_Warm02_Both03_G28,95.4,233.2,,
144,7/24/24,2024,Hyp,02,Both,03,B,28,2024_Hyp02_Both03_B28,112.2,299.4,,
177,7/24/24,2024,Both,02,Both,03,O,28,2024_Both02_Both03_O28,113.7,315.3,,
178,7/24/24,2024,Cont,02,Both,03,W,28,2024_Cont02_Both03_W28,175.8,447.2,,
333,7/24/24,2024,Hyp,02,Cont,03,B,28,2024_Hyp02_Cont03_B28,170.5,387.3,,
340,7/24/24,2024,Hyp,02,Cont,03,B,28,2024_Hyp02_Cont03_B28,170.5,387.3,,
538,7/24/24,2024,Both,02,Cont,03,O,28,2024_Both02_Cont03_O28,147.2,344.9,,
539,7/24/24,2024,Hyp,02,Cont,03,B,28,2024_Hyp02_Cont03_B28,170.5,387.3,,
566,7/24/24,2024,Cont,02,Both,03,W,28,2024_Cont02_Both03_W28,175.8,447.2,,
568,7/24/24,2024,Cont,02,Cont,03,W,28,2024_Cont02_Cont03_W28,189.9,450.7,,
569,7/24/24,2024,Warm,02,Cont,03,G,28,2024_Warm02_Cont03_G28,501.6,1443.8,,
885,7/24/24,2024,Hyp,02,Hyp,03,B,28,2024_Hyp02_Hyp03_B28,96.8,264.1,,
886,7/24/24,2024,Warm,02,Hyp,03,G,28,2024_Warm02_Hyp03_G28,130.2,335.4,,
887,7/24/24,2024,Cont,02,Hyp,03,W,28,2024_Cont02_Hyp03_W28,226.8,531,,
888,7/24/24,2024,Both,02,Hyp,03,O,28,2024_Both02_Hyp03_O28,286.6,720.8,,
910,7/24/24,2024,Cont,02,Hyp,03,W,28,2024_Cont02_Hyp03_W28,226.8,531,,
1252,7/24/24,2024,Cont,02,Warm,03,W,28,2024_Cont02_Warm03_W28,127.9,321.6,,
1253,7/24/24,2024,Warm,02,Warm,03,G,28,2024_Warm02_Warm03_G28,142.1,336.1,,
1254,7/24/24,2024,Both,02,Warm,03,O,28,2024_Both02_Warm03_O28,175.6,469.7,,
1255,7/24/24,2024,Hyp,02,Warm,03,B,28,2024_Hyp02_Warm03_B28,311.1,798.4,,
139,7/24/24,2024,Both,02,Both,03,O,27,2024_Both02_Both03_O27,116.7,264.2,,
140,7/24/24,2024,Hyp,02,Both,03,B,27,2024_Hyp02_Both03_B27,140,369,,
141,7/24/24,2024,Warm,02,Both,03,G,27,2024_Warm02_Both03_G27,141.9,415.6,,
142,7/24/24,2024,Cont,02,Both,03,W,27,2024_Cont02_Both03_W27,187.9,461.6,,
307,7/24/24,2024,Hyp,02,Both,03,B,27,2024_Hyp02_Both03_B27,140,369,,
534,7/24/24,2024,Both,02,Cont,03,O,27,2024_Both02_Cont03_O27,220.2,508.4,,
535,7/24/24,2024,Hyp,02,Cont,03,B,27,2024_Hyp02_Cont03_B27,299.5,818.4,,
536,7/24/24,2024,Cont,02,Cont,03,W,27,2024_Cont02_Cont03_W27,401.1,946,,
537,7/24/24,2024,Warm,02,Cont,03,G,27,2024_Warm02_Cont03_G27,397.6,996.6,,
881,7/24/24,2024,Both,02,Hyp,03,O,27,2024_Both02_Hyp03_O27,76.9,191.6,,
882,7/24/24,2024,Hyp,02,Hyp,03,B,27,2024_Hyp02_Hyp03_B27,188.8,497.6,,
883,7/24/24,2024,Cont,02,Hyp,03,W,27,2024_Cont02_Hyp03_W27,218.1,528.4,,
884,7/24/24,2024,Warm,02,Hyp,03,G,27,2024_Warm02_Hyp03_G27,382.9,916.1,,
1248,7/24/24,2024,Warm,02,Warm,03,G,27,2024_Warm02_Warm03_G27,140.4,330.4,,
1249,7/24/24,2024,Both,02,Warm,03,O,27,2024_Both02_Warm03_O27,114.6,345.7,,
1250,7/24/24,2024,Cont,02,Warm,03,W,27,2024_Cont02_Warm03_W27,135.5,350.6,,
1251,7/24/24,2024,Hyp,02,Warm,03,B,27,2024_Hyp02_Warm03_B27,449.3,1092.7,,
1405,7/24/24,2024,Warm,02,Cont,03,G,27,2024_Warm02_Cont03_G27,397.6,996.6,,
101,7/24/24,2024,Cont,01,Both,03,W,26,2024_Cont01_Both03_W26,102.5,237.5,,
102,7/24/24,2024,Hyp,01,Both,03,B,26,2024_Hyp01_Both03_B26,128.3,334.3,,
103,7/24/24,2024,Both,01,Both,03,O,26,2024_Both01_Both03_O26,177.3,434.3,,
104,7/24/24,2024,Warm,01,Both,03,G,26,2024_Warm01_Both03_G26,270.7,715.1,,
109,7/24/24,2024,Hyp,01,Hyp,03,B,26,2024_Hyp01_Hyp03_B26,86.6,242.3,,
126,7/24/24,2024,Hyp,01,Warm,03,B,26,2024_Hyp01_Warm03_B26,102.5,257.5,,
129,7/24/24,2024,Hyp,01,Warm,03,B,26,2024_Hyp01_Warm03_B26,102.5,257.5,,
299,7/24/24,2024,Cont,01,Warm,03,W,26,2024_Cont01_Warm03_W26,144.6,365.5,,
530,7/24/24,2024,Hyp,01,Cont,03,B,26,2024_Hyp01_Cont03_B26,192.5,461.2,,
531,7/24/24,2024,Warm,01,Cont,03,G,26,2024_Warm01_Cont03_G26,325.2,766.5,,
532,7/24/24,2024,Cont,01,Cont,03,W,26,2024_Cont01_Cont03_W26,341,917.8,,
533,7/24/24,2024,Both,01,Cont,03,O,26,2024_Both01_Cont03_O26,607.4,1491.7,,
877,7/24/24,2024,Hyp,01,Hyp,03,B,26,2024_Hyp01_Hyp03_B26,86.6,242.3,,
878,7/24/24,2024,Both,01,Hyp,03,O,26,2024_Both01_Hyp03_O26,113.5,273.7,,
879,7/24/24,2024,Cont,01,Hyp,03,W,26,2024_Cont01_Hyp03_W26,136.4,346.3,,
880,7/24/24,2024,Warm,01,Hyp,03,G,26,2024_Warm01_Hyp03_G26,315.8,889,,
1244,7/24/24,2024,Hyp,01,Warm,03,B,26,2024_Hyp01_Warm03_B26,102.5,257.5,,
1245,7/24/24,2024,Both,01,Warm,03,O,26,2024_Both01_Warm03_O26,118.8,328.4,,
1246,7/24/24,2024,Cont,01,Warm,03,W,26,2024_Cont01_Warm03_W26,144.6,365.5,,
1247,7/24/24,2024,Warm,01,Warm,03,G,26,2024_Warm01_Warm03_G26,402.4,907.8,,
97,7/24/24,2024,Warm,01,Both,03,G,25,2024_Warm01_Both03_G25,60.3,172.1,,
98,7/24/24,2024,Both,01,Both,03,O,25,2024_Both01_Both03_O25,75.9,208.9,,
99,7/24/24,2024,Hyp,01,Both,03,B,25,2024_Hyp01_Both03_B25,173.1,458.5,,
100,7/24/24,2024,Cont,01,Both,03,W,25,2024_Cont01_Both03_W25,219.5,555.3,,
356,7/24/24,2024,Both,01,Cont,03,O,25,2024_Both01_Cont03_O25,160.3,398,,
526,7/24/24,2024,Hyp,01,Cont,03,B,25,2024_Hyp01_Cont03_B25,67.8,182.4,,
527,7/24/24,2024,Cont,01,Cont,03,W,25,2024_Cont01_Cont03_W25,128.2,345.7,,
528,7/24/24,2024,Both,01,Cont,03,O,25,2024_Both01_Cont03_O25,160.3,398,,
529,7/24/24,2024,Warm,01,Cont,03,G,25,2024_Warm01_Cont03_G25,224.9,561.7,,
595,7/24/24,2024,Warm,01,Hyp,03,G,25,2024_Warm01_Hyp03_G25,189.2,475.7,,
605,7/24/24,2024,Warm,01,Hyp,03,G,25,2024_Warm01_Hyp03_G25,189.2,475.7,,
873,7/24/24,2024,Hyp,01,Hyp,03,B,25,2024_Hyp01_Hyp03_B25,170.6,416.3,,
874,7/24/24,2024,Both,01,Hyp,03,O,25,2024_Both01_Hyp03_O25,167.7,425.8,,
875,7/24/24,2024,Warm,01,Hyp,03,G,25,2024_Warm01_Hyp03_G25,189.2,475.7,,
876,7/24/24,2024,Cont,01,Hyp,03,W,25,2024_Cont01_Hyp03_W25,351.9,914.1,,
1033,7/24/24,2024,Warm,01,Warm,03,G,25,2024_Warm01_Warm03_G25,217.3,596.8,,
1240,7/24/24,2024,Both,01,Warm,03,O,25,2024_Both01_Warm03_O25,136.2,358.3,,
1241,7/24/24,2024,Warm,01,Warm,03,G,25,2024_Warm01_Warm03_G25,217.3,596.8,,
1242,7/24/24,2024,Hyp,01,Warm,03,B,25,2024_Hyp01_Warm03_B25,272.7,636.1,,
1243,7/24/24,2024,Cont,01,Warm,03,W,25,2024_Cont01_Warm03_W25,311.6,823.6,,
93,7/23/24,2024,Both,06,Both,02,O,24,2024_Both06_Both02_O24,261.5,617.6,,
94,7/23/24,2024,Hyp,06,Both,02,B,24,2024_Hyp06_Both02_B24,269,643.9,,
95,7/23/24,2024,Cont,06,Both,02,W,24,2024_Cont06_Both02_W24,361.8,914.8,,
96,7/23/24,2024,Warm,06,Both,02,G,24,2024_Warm06_Both02_G24,354.3,1057.8,,
520,7/23/24,2024,Hyp,06,Cont,02,B,24,2024_Hyp06_Cont02_B24,189.8,499.1,,
521,7/23/24,2024,Cont,06,Cont,02,W,24,2024_Cont06_Cont02_W24,190,523.6,,
522,7/23/24,2024,Warm,06,Cont,02,G,24,2024_Warm06_Cont02_G24,416,1078.4,,
523,7/23/24,2024,Both,06,Cont,02,O,24,2024_Both06_Cont02_O24,519.7,1360.5,,
543,7/23/24,2024,Warm,06,Hyp,02,G,24,2024_Warm06_Hyp02_G24,143.1,438.2,,
869,7/23/24,2024,Warm,06,Hyp,02,G,24,2024_Warm06_Hyp02_G24,143.1,438.2,,
870,7/23/24,2024,Both,06,Hyp,02,O,24,2024_Both06_Hyp02_O24,235.3,601.2,,
871,7/23/24,2024,Hyp,06,Hyp,02,B,24,2024_Hyp06_Hyp02_B24,361.2,903.8,,
872,7/23/24,2024,Cont,06,Hyp,02,W,24,2024_Cont06_Hyp02_W24,509.5,1457.9,,
1039,7/23/24,2024,Both,06,Hyp,02,O,24,2024_Both06_Hyp02_O24,235.3,601.2,,
1128,7/23/24,2024,Hyp,06,Both,02,B,24,2024_Hyp06_Both02_B24,269,643.9,,
1236,7/23/24,2024,Warm,06,Warm,02,G,24,2024_Warm06_Warm02_G24,311.9,745.3,,
